Medicamento,Especie de destino,Reacciones Adversas
TILMOVET 300 mg/ml SOLUCION INYECTABLE PARA BOVINO Y OVINO,Ovino,Inflamación en el punto de inyección
REPROCYC PARVOFLEX SUSPENSION INYECTABLE PARA PORCINO,Porcino,Reacción local
SEMELCEF 1000 mg COMPRIMIDOS PARA PERROS,Perros,Diarrea
SEMELCEF 200 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Diarrea
SEMELCEF 200 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Diarrea
LAXATRACT 667 mg/ml JARABE PARA PERROS Y GATOS,Gatos,Cólico
LAXATRACT 667 mg/ml JARABE PARA PERROS Y GATOS,Perros,Cólico
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Alteración del comportamiento
SOLUPAM 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Alteración del comportamiento
MILPRAZON SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg # AMCOFEN SABOR 16 mg / 40 mg COMPRIMIDOS RECUBIERTOS CON PELÍCULA PARA GATOS QUE PESEN AL MENOS 2 Kg,Gatos,Diarrea
KETOFEN 100 mg/ml SOLUCION INYECTABLE,Bovino,Úlcera gástrica
KETOFEN 100 mg/ml SOLUCION INYECTABLE,Caballos,Úlcera gástrica
KETOFEN 100 mg/ml SOLUCION INYECTABLE,Porcino,Úlcera gástrica
VERSICAN PLUS BB ORAL LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL PARA PERROS,Perros,Irritación ocular
"PROCAMIDOR DUO 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE",Ovino,Taquicardia
"PROCAMIDOR DUO 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE",Bovino,Taquicardia
"PROCAMIDOR DUO 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE",Porcino,Taquicardia
"PROCAMIDOR DUO 40 mg/ml + 0,036 mg/ml SOLUCION INYECTABLE",Caballos,Taquicardia
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
METROVIS 100 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
METROVIS 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROVIS 750 mg COMPRIMIDOS PARA PERROS,Perros,Neutropenia
"NEXMECTIN 18,7 mg/g PASTA ORAL PARA CABALLOS",Caballos,Ninguna
EVICTO 15 mg SOLUCION SPOT ON PARA GATOS Y PERROS (< 2.5 kg),Perros,Hipersalivación
EVICTO 15 mg SOLUCION SPOT ON PARA GATOS Y PERROS (< 2.5 kg),Gatos,Hipersalivación
TOLFEDIAN,Bovino,Colapso circulatorio
TOLFEDIAN,Porcino,Colapso circulatorio
TOLFEDIAN,Gatos,Colapso circulatorio
TOLFEDIAN,Perros,Colapso circulatorio
VETOSPIRIN 1000 mg/g POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE PARA BOVINO Y PORCINO,Porcino,Coagulopatía
HEMOCARB 85 mg/ml SOLUCION INYECTABLE,Bovino,Reacción en el punto de inyección
HEMOCARB 85 mg/ml SOLUCION INYECTABLE,Perros,Reacción en el punto de inyección
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,Perros,Ninguna
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,Bovino,Ninguna
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,Caballos,Ninguna
RIVALGIN 500 mg/ml SOLUCION INYECTABLE,Porcino,Ninguna
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROCARE 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROCARE 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
"VETBUTON 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, OVINO, CAPRINO",Bovino,Hemorragia en el punto de inyección
"VETBUTON 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, OVINO, CAPRINO",Caprino,Hemorragia en el punto de inyección
"VETBUTON 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, OVINO, CAPRINO",Ovino,Hemorragia en el punto de inyección
"VETBUTON 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, OVINO, CAPRINO",Porcino,Hemorragia en el punto de inyección
"VETBUTON 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO, CABALLOS, OVINO, CAPRINO",Caballos,Hemorragia en el punto de inyección
"CHANHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS ≤ 2,5 kg",Gatos,Convulsiones
"CHANHOLD 15 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS Y PERROS ≤ 2,5 kg",Perros,Convulsiones
ANIMELOXAN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Bovino,Reacción anafilactoide
ANIMELOXAN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Caballos,Reacción anafilactoide
ANIMELOXAN 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Porcino,Reacción anafilactoide
"ATONYL 1,5 mg/ml SOLUCION INYECTABLE",Caballos,Ninguna
"ATONYL 1,5 mg/ml SOLUCION INYECTABLE",Bovino,Ninguna
"ATONYL 1,5 mg/ml SOLUCION INYECTABLE",Ovino,Ninguna
"ATONYL 1,5 mg/ml SOLUCION INYECTABLE",Caprino,Ninguna
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Bovino,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Ovino,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Caballos,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Porcino,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Gatos,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Caprino,Reacción local
ISOFUNDIN SOLUCION PARA PERFUSION PARA BOVINO CABALLOS OVINO CAPRINO PORCINO PERROS Y GATOS,Perros,Reacción local
BOPROTEC IBR MARKER VIVA,Bovino,Ninguna
FLUNISHOT 50 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO,Caballos,Úlcera local
FLUNISHOT 50 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO,Bovino,Úlcera local
FLUNISHOT 50 mg/ml SOLUCION INYECTABLE PARA BOVINO CABALLOS Y PORCINO,Porcino,Úlcera local
CALMAFUSION 380mg/60mg/50mg  SOLUCION PARA PERFUSION PARA BOVINO OVINO Y PORCINO,Ovino,Alteración del comportamiento
CALMAFUSION 380mg/60mg/50mg  SOLUCION PARA PERFUSION PARA BOVINO OVINO Y PORCINO,Bovino,Alteración del comportamiento
CALMAFUSION 380mg/60mg/50mg  SOLUCION PARA PERFUSION PARA BOVINO OVINO Y PORCINO,Porcino,Alteración del comportamiento
CANIDOLOR 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Perros,Diarrea sanguinolenta
CANIDOLOR 5 mg/ml SOLUCION INYECTABLE PARA PERROS Y GATOS,Gatos,Diarrea sanguinolenta
CAMDOLOR 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Porcino,Inflamación en el punto de inyección
CAMDOLOR 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Bovino,Inflamación en el punto de inyección
CAMDOLOR 20 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Caballos,Inflamación en el punto de inyección
TRAMVETOL 50 mg COMPRIMIDOS PARA PERROS,Perros,Convulsiones
TRAMVETOL 50 mg/ml SOLUCION INYECTABLE PARA PERROS,Perros,Reacción de hipersensibilidad
GLUCOVET SOLUCION INYECTABLE,Caprino,Temblor muscular
GLUCOVET SOLUCION INYECTABLE,Bovino,Temblor muscular
GLUCOVET SOLUCION INYECTABLE,Ovino,Temblor muscular
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Bovino,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Porcino,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Gatos,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Caprino,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Perros,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Ovino,Ninguna
VITAMIVEN COMPLEJO SOLUCION INYECTABLE,Caballos,Ninguna
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,Perros,Úlcera esofágica
DOXYCARE 40 mg COMPRIMIDOS PARA GATOS Y PERROS,Gatos,Úlcera esofágica
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,Perros,Úlcera esofágica
DOXYCARE 200 mg COMPRIMIDOS PARA GATOS Y PERROS,Gatos,Úlcera esofágica
CENAMUTIN 125 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA,Porcino,Reacción de hipersensibilidad
"FIRODYL 62,5 mg COMPRIMIDOS MASTICABLES PARA PERROS",Perros,Diarrea
FIRODYL 250 mg COMPRIMIDOS MASTICABLES PARA PERROS,Perros,Diarrea
ISOFANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR # ISOFANE 1000 mg/g  LIQUIDO PARA INHALACION DEL VAPOR,Caballos,Hipotensión
ISOFANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR # ISOFANE 1000 mg/g  LIQUIDO PARA INHALACION DEL VAPOR,Perros,Hipotensión
ISOFANE 1000 mg/g LIQUIDO PARA INHALACION DEL VAPOR # ISOFANE 1000 mg/g  LIQUIDO PARA INHALACION DEL VAPOR,Gatos,Hipotensión
MAYSULPRIM SOLUCIÓN PARA ADMINISTRACION EN AGUA DE BEBIDA/LECHE,Porcino,Ninguna
DYNACAN 50 mg/60mg SOLUCION SPOT-ON GATOS Y HURONES,Gatos,Decoloración local de la piel
CALCIOVET S,Perros,Absceso local
CALCIOVET S,Bovino,Absceso local
CALCIOVET S,Porcino,Absceso local
CALCIOVET S,Ovino,Absceso local
CALCIOVET S,Caprino,Absceso local
CALCIOVET S,Gatos,Absceso local
"TIRSANORAL 232,5 mg/ml",Porcino,Edema local
PRINOCATE 40 mg /4 mg SOLUCION PARA UNCION DORSAL PUNTUAL PARA GATOS PEQUEÑOS Y HURONES,Gatos,Alteración del comportamiento
COMPLEJO B INYECTABLE MAYMO,Porcino,Dolor en el punto de inyección
COMPLEJO B INYECTABLE MAYMO,Pavos,Dolor en el punto de inyección
"COSACTHEN 0,25 mg/ml SOLUCION INYECTABLE PARA PERROS",Perros,Emesis
FURFURIN,Ovino,Reacción local
FURFURIN,Gatos,Reacción local
FURFURIN,Caballos,Reacción local
FURFURIN,Porcino,Reacción local
FURFURIN,Bovino,Reacción local
FURFURIN,Caprino,Reacción local
FURFURIN,Perros,Reacción local
OCUREV LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL,Ovino,Ninguna
OCUREV LIOFILIZADO Y DISOLVENTE PARA SUSPENSION ORAL,Caprino,Ninguna
VERSICAN PLUS BBPI IN LIOFILIZADO Y DISOLVENTE PARA GOTAS NASALES EN SUSPENSION PARA PERROS,Perros,Irritación ocular
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,Perros,Hiperexcitación
PROPOMITOR 10 mg/ml EMULSION INYECTABLE Y PARA PERFUSION PARA PERROS Y GATOS,Gatos,Hiperexcitación
SUEROMIN,Porcino,Hiperexcitación
SUEROMIN,Ovino,Hiperexcitación
SUEROMIN,Bovino,Hiperexcitación
OTOTOP GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS  GATOS Y COBAYAS,Perros,Hemorragia
OTOTOP GOTAS OTICAS Y SUSPENSION CUTANEA PARA PERROS  GATOS Y COBAYAS,Gatos,Hemorragia
"TULISSIN 100 mg SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"TULISSIN 100 mg SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULISSIN 100 mg SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
BIOTILINA 100 mg/g PREMEZCLA MEDICAMENTOSA PARA PORCINO Y CONEJOS,Porcino,Eritema
FIPREX DUO 50 mg + 60 mg SOLUCION SPOT-ON PARA GATOS Y HURONES,Gatos,Reacción local
CATOSAL,Bovino,Ninguna
CATOSAL,Gatos,Ninguna
CATOSAL,Perros,Ninguna
CATOSAL,Caballos,Ninguna
ZOOTYL 945000 UI/G POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO  POLLOS Y PAVOS,Pavos,Edema local
ZOOTYL 945000 UI/G POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO  POLLOS Y PAVOS,Porcino,Edema local
"TULIEVE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULIEVE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"TULIEVE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"TULAVEN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Ovino,Fibrosis en el punto de inyección
"TULAVEN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Porcino,Fibrosis en el punto de inyección
"TULAVEN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, OVINO Y PORCINO",Bovino,Fibrosis en el punto de inyección
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,Porcino,Shock circulatorio
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,Perros,Shock circulatorio
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,Bovino,Shock circulatorio
SPASMALGAN COMPOSITUM 500 mg/ml + 4 mg/ml SOLUCION INYECTABLE PARA CABALLOS BOVINO  PORCINO Y PERROS,Caballos,Shock circulatorio
CALCIMAG,Bovino,Bradicardia
CALCIMAG,Porcino,Bradicardia
CALCIMAG,Caballos,Bradicardia
"LYDAXX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"LYDAXX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"LYDAXX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Dermatitis local
CEPEDOX VET 50 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Dermatitis local
NOBIVAC RESPIRA Bb SUSPENSIÓN INYECTABLE PARA PERROS. # NOBIVAC RESPIRA Bb SUSPENSION INYECTABLE PARA PERROS,Perros,Reacción de hipersensibilidad
NOBIVAC RESPIRA Bb SUSPENSION INYECTABLE EN JERINGA PRECARGADA PARA PERROS,Perros,Reacción de hipersensibilidad
PUREVAX RCPCH FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,Gatos,Edema local
PUREVAX RCPCH LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,Gatos,Edema local
PUREVAX RCP FELV LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,Gatos,Edema local
PUREVAX RCP LIOFILIZADO Y DISOLVENTE PARA SUSPENSIÓN INYECTABLE,Gatos,Edema local
PUREVAX FELV SUSPENSION INYECTABLE,Gatos,Emesis
SEDANOL 40 mg/ml SOLUCION INYECTABLE PARA PORCINO,Porcino,Hipersalivación
"INCREXXA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"INCREXXA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"INCREXXA 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
ACEPROLAB 5 mg/ml SOLUCION INYECTABLE,Gatos,Hiperexcitación
ACEPROLAB 5 mg/ml SOLUCION INYECTABLE,Perros,Hiperexcitación
"MACROSYN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"MACROSYN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"MACROSYN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULLAVIS 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULLAVIS 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"TULLAVIS 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
DEXABIOPEN SUSPENSIÓN INYECTABLE,Bovino,Reacción en el punto de inyección
DEXABIOPEN SUSPENSIÓN INYECTABLE,Porcino,Reacción en el punto de inyección
CITRAMOX LA 150 mg/ml SUSPENSION INYECTABLE PARA BOVINO Y PORCINO,Porcino,Elevación de las enzimas hepáticas
CITRAMOX LA 150 mg/ml SUSPENSION INYECTABLE PARA BOVINO Y PORCINO,Bovino,Elevación de las enzimas hepáticas
LIBRELA 20 mg SOLUCION INYECTABLE PARA PERROS,Perros,Inflamación en el punto de inyección
LIBRELA 30 mg SOLUCION INYECTABLE PARA PERROS,Perros,Inflamación en el punto de inyección
LIBRELA 5 mg SOLUCION INYECTABLE PARA PERROS,Perros,Inflamación en el punto de inyección
"INFLACAM 0,5 mg/ml SUSPENSION ORAL PARA GATOS",Gatos,Úlcera gástrica
ENTEROPORC COLI AC LIOFILIZADO Y SUSPENSION PARA SUSPENSION INYECTABLE PARA PORCINO,Porcino,Depresión
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS < 2,5 kg",Gatos,Hipersalivación
"NEXGARD COMBO SOLUCION SPOT-ON PARA GATOS 2,5 - 7,5 kg",Gatos,Hipersalivación
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Caballos,Arritmia
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Porcino,Arritmia
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Bovino,Arritmia
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Ovino,Arritmia
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Caprino,Arritmia
CALCIO INYECTABLE LABIANA SOLUCION INYECTABLE # CALCIO INYECTABLE LABIANA,Perros,Arritmia
"TULINOVET 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"TULINOVET 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULINOVET 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"TULAJECT 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO # TULAZZIN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"TULAJECT 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO # TULAZZIN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
"TULAJECT 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO # TULAZZIN 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,Perros,PANCREATITIS
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,Bovino,PANCREATITIS
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,Caballos,PANCREATITIS
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,Gatos,PANCREATITIS
DEXRAPID 2 mg/ml SOLUCION INYECTABLE,Porcino,PANCREATITIS
TSEFALEN 50 mg/ml POLVO PARA SUSPENSION ORAL PARA PERROS DE HASTA 20 KG Y GATOS,Perros,Náusea
TSEFALEN 50 mg/ml POLVO PARA SUSPENSION ORAL PARA PERROS DE HASTA 20 KG Y GATOS,Gatos,Náusea
SOLENSIA 7 mg/ml SOLUCION INYECTABLE PARA GATOS,Gatos,Dermatitis local
POLYFIL,Porcino,Ninguna
POLYFIL,Caballos,Ninguna
POLYFIL,Bovino,Ninguna
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Porcino,Alergia
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Bovino,Alergia
PROCAPEN 300 mg/ml SUSPENSION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Caballos,Alergia
LABIPROFEN 150 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Bovino,Úlcera gástrica
LABIPROFEN 150 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Caballos,Úlcera gástrica
LABIPROFEN 150 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y CABALLOS,Porcino,Úlcera gástrica
KARIMULINA 1000 mg/g GRANULADO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO POLLOS Y PAVOS,Porcino,Eritema
KARIMULINA 1000 mg/g GRANULADO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA PORCINO POLLOS Y PAVOS,Pavos,Eritema
KABERGOVET 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Gatos,Edema local
KABERGOVET 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Perros,Edema local
KABERSTOP 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Perros,Edema local
KABERSTOP 50 microgramos/ml SOLUCION ORAL PARA PERROS Y GATOS,Gatos,Edema local
FLORFENIS 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Bovino,Inflamación en el punto de inyección
FLORFENIS 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Ovino,Inflamación en el punto de inyección
FLORFENIS 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Porcino,Inflamación en el punto de inyección
PULMOVALL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Porcino,Inflamación en el punto de inyección
PULMOVALL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Ovino,Inflamación en el punto de inyección
PULMOVALL 300 mg/ml SOLUCION INYECTABLE PARA BOVINO OVINO Y PORCINO,Bovino,Inflamación en el punto de inyección
TILMICOSIN CALIER 250 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE,Pavos,Ninguna
TILMICOSIN CALIER 250 mg/ml SOLUCION PARA ADMINISTRACION EN AGUA DE BEBIDA O EN LECHE,Porcino,Ninguna
LODISURE 1 mg COMPRIMIDOS PARA GATOS,Gatos,Diarrea
SURRICOXX 400 mg/ml SOLUCION PARA ADMINISTRACIÓN EN AGUA DE BEBIDA PARA POLLOS  PAVOS PATOS Y PINTADAS,Patos,Ninguna
SURRICOXX 400 mg/ml SOLUCION PARA ADMINISTRACIÓN EN AGUA DE BEBIDA PARA POLLOS  PAVOS PATOS Y PINTADAS,Pavos,Ninguna
EUPENCLAV 500 COMPRIMIDOS,Perros,Discrasia sanguínea
EUPENCLAV 50 COMPRIMIDOS,Perros,Discrasia sanguínea
MULTIMIN SOLUCION INYECTABLE PARA BOVINO,Bovino,Dolor en el punto de inyección
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROTAB VET 250 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
POLIBASCOL SUSPENSION INYECTABLE PARA BOVINO Y OVINO,Bovino,Reacción local
POLIBASCOL SUSPENSION INYECTABLE PARA BOVINO Y OVINO,Ovino,Reacción local
"REXXOLIDE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Ovino,Fibrosis en el punto de inyección
"REXXOLIDE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Bovino,Fibrosis en el punto de inyección
"REXXOLIDE 100 mg/ml SOLUCION INYECTABLE PARA BOVINO, PORCINO Y OVINO",Porcino,Fibrosis en el punto de inyección
FORESPIX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y OVINO,Porcino,Fibrosis en el punto de inyección
FORESPIX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y OVINO,Ovino,Fibrosis en el punto de inyección
FORESPIX 100 mg/ml SOLUCION INYECTABLE PARA BOVINO PORCINO Y OVINO,Bovino,Fibrosis en el punto de inyección
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,Perros,Neutropenia
METROTAB VET 1000 mg COMPRIMIDOS PARA PERROS,Gatos,Neutropenia
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Perros,Neutropenia
METROTAB VET 500 mg COMPRIMIDOS PARA PERROS Y GATOS,Gatos,Neutropenia
HUVAMOX 800 mg/g  POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS  PAVOS  PATOS Y PORCINO,Pavos,Diarrea
HUVAMOX 800 mg/g  POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS  PAVOS  PATOS Y PORCINO,Patos,Diarrea
HUVAMOX 800 mg/g  POLVO PARA ADMINISTRACION EN AGUA DE BEBIDA PARA POLLOS  PAVOS  PATOS Y PORCINO,Porcino,Diarrea
